Stimmbezirk,ParteiKuerzel,Stimmen
Stimmbezirk 5,PdF,3
Stimmbezirk 5,V-Partei³,0
Stimmbezirk 6,CSU,185
Stimmbezirk 6,Grüne,76
Stimmbezirk 6,SPD,27
Stimmbezirk 6,AfD,59
Stimmbezirk 6,FW,13
Stimmbezirk 6,FDP,25
Stimmbezirk 6,ÖDP,14
Stimmbezirk 6,Die Linke,5
Stimmbezirk 6,Die PARTEI,3
Stimmbezirk 6,Tierschutzpartei,13
Stimmbezirk 6,Volt,17
Stimmbezirk 6,Piraten,1
Stimmbezirk 6,Familie,4
Stimmbezirk 6,MERA25,1
Stimmbezirk 6,Tierschutz hier!,4
Stimmbezirk 6,PdH,1
Stimmbezirk 6,Heimat,0
Stimmbezirk 6,Bündnis C,0
Stimmbezirk 6,Verjüngungsforschung,0
Stimmbezirk 6,BIG,0
Stimmbezirk 6,Menschliche Welt,1
Stimmbezirk 6,DKP,0
Stimmbezirk 6,MLPD,0
Stimmbezirk 6,SGP,0
Stimmbezirk 6,ABG,0
Stimmbezirk 6,dieBasis,2
Stimmbezirk 6,Bündnis Deutschland,2
Stimmbezirk 6,BSW,19
Stimmbezirk 6,DAVA,1
Stimmbezirk 6,Klimaliste,0
Stimmbezirk 6,Letzte Generation,0
Stimmbezirk 6,PDV,0
Stimmbezirk 6,PdF,2
Stimmbezirk 6,V-Partei³,0
Stimmbezirk 7,CSU,161
Stimmbezirk 7,Grüne,75
Stimmbezirk 7,SPD,32
Stimmbezirk 7,AfD,48
Stimmbezirk 7,FW,13
Stimmbezirk 7,FDP,28
Stimmbezirk 7,ÖDP,6
Stimmbezirk 7,Die Linke,6
Stimmbezirk 7,Die PARTEI,10
Stimmbezirk 7,Tierschutzpartei,11
Stimmbezirk 7,Volt,17
Stimmbezirk 7,Piraten,3
Stimmbezirk 7,Familie,1
Stimmbezirk 7,MERA25,0
Stimmbezirk 7,Tierschutz hier!,2
Stimmbezirk 7,PdH,1
Stimmbezirk 7,Heimat,2
Stimmbezirk 7,Bündnis C,1
Stimmbezirk 7,Verjüngungsforschung,0
Stimmbezirk 7,BIG,0
Stimmbezirk 7,Menschliche Welt,0
Stimmbezirk 7,DKP,0
Stimmbezirk 7,MLPD,0
Stimmbezirk 7,SGP,0
Stimmbezirk 7,ABG,0
Stimmbezirk 7,dieBasis,1
Stimmbezirk 7,Bündnis Deutschland,0
Stimmbezirk 7,BSW,18
Stimmbezirk 7,DAVA,1
Stimmbezirk 7,Klimaliste,1
Stimmbezirk 7,Letzte Generation,1
Stimmbezirk 7,PDV,0
Stimmbezirk 7,PdF,5
Stimmbezirk 7,V-Partei³,0
Stimmbezirk 8,CSU,171
Stimmbezirk 8,Grüne,70
Stimmbezirk 8,SPD,44
Stimmbezirk 8,AfD,37
Stimmbezirk 8,FW,20
Stimmbezirk 8,FDP,47
Stimmbezirk 8,ÖDP,5
Stimmbezirk 8,Die Linke,7
Stimmbezirk 8,Die PARTEI,6
Stimmbezirk 8,Tierschutzpartei,3
Stimmbezirk 8,Volt,15
Stimmbezirk 8,Piraten,0
Stimmbezirk 8,Familie,2
Stimmbezirk 8,MERA25,0
Stimmbezirk 8,Tierschutz hier!,1
Stimmbezirk 8,PdH,3
Stimmbezirk 8,Heimat,0
Stimmbezirk 8,Bündnis C,0
Stimmbezirk 8,Verjüngungsforschung,0
Stimmbezirk 8,BIG,0
Stimmbezirk 8,Menschliche Welt,0
Stimmbezirk 8,DKP,0
Stimmbezirk 8,MLPD,0
Stimmbezirk 8,SGP,0
Stimmbezirk 8,ABG,0
Stimmbezirk 8,dieBasis,1
Stimmbezirk 8,Bündnis Deutschland,2
Stimmbezirk 8,BSW,11
Stimmbezirk 8,DAVA,1
Stimmbezirk 8,Klimaliste,0
Stimmbezirk 8,Letzte Generation,1
Stimmbezirk 8,PDV,0
Stimmbezirk 8,PdF,2
Stimmbezirk 8,V-Partei³,0
Stimmbezirk 9,CSU,168
Stimmbezirk 9,Grüne,77
Stimmbezirk 9,SPD,49
Stimmbezirk 9,AfD,34
Stimmbezirk 9,FW,8
Stimmbezirk 9,FDP,28
Stimmbezirk 9,ÖDP,14
Stimmbezirk 9,Die Linke,10
Stimmbezirk 9,Die PARTEI,8
Stimmbezirk 9,Tierschutzpartei,2
Stimmbezirk 9,Volt,13
Stimmbezirk 9,Piraten,2
Stimmbezirk 9,Familie,2
Stimmbezirk 9,MERA25,0
Stimmbezirk 9,Tierschutz hier!,0
Stimmbezirk 9,PdH,2
Stimmbezirk 9,Heimat,0
Stimmbezirk 9,Bündnis C,0
Stimmbezirk 9,Verjüngungsforschung,0
Stimmbezirk 9,BIG,0
Stimmbezirk 9,Menschliche Welt,1
Stimmbezirk 9,DKP,0
Stimmbezirk 9,MLPD,0
Stimmbezirk 9,SGP,0
Stimmbezirk 9,ABG,0
Stimmbezirk 9,dieBasis,0
Stimmbezirk 9,Bündnis Deutschland,2
Stimmbezirk 9,BSW,12
Stimmbezirk 9,DAVA,3
Stimmbezirk 9,Klimaliste,0
Stimmbezirk 9,Letzte Generation,0
Stimmbezirk 9,PDV,0
Stimmbezirk 9,PdF,5
Stimmbezirk 9,V-Partei³,0
Stimmbezirk 10,CSU,96
Stimmbezirk 10,Grüne,56
Stimmbezirk 10,SPD,35
Stimmbezirk 10,AfD,22
Stimmbezirk 10,FW,10
Stimmbezirk 10,FDP,25
Stimmbezirk 10,ÖDP,6
Stimmbezirk 10,Die Linke,5
Stimmbezirk 10,Die PARTEI,2
Stimmbezirk 10,Tierschutzpartei,3
Stimmbezirk 10,Volt,12
Stimmbezirk 10,Piraten,2
Stimmbezirk 10,Familie,1
Stimmbezirk 10,MERA25,0
Stimmbezirk 10,Tierschutz hier!,1
Stimmbezirk 10,PdH,0
Stimmbezirk 10,Heimat,0
Stimmbezirk 10,Bündnis C,0
Stimmbezirk 10,Verjüngungsforschung,0
Stimmbezirk 10,BIG,0
Stimmbezirk 10,Menschliche Welt,1
Stimmbezirk 10,DKP,0
Stimmbezirk 10,MLPD,0
Stimmbezirk 10,SGP,0
Stimmbezirk 10,ABG,0
Stimmbezirk 10,dieBasis,1
Stimmbezirk 10,Bündnis Deutschland,3
Stimmbezirk 10,BSW,4
Stimmbezirk 10,DAVA,0
Stimmbezirk 10,Klimaliste,0
Stimmbezirk 10,Letzte Generation,0
Stimmbezirk 10,PDV,0
Stimmbezirk 10,PdF,2
Stimmbezirk 10,V-Partei³,0
Stimmbezirk 11,CSU,119
Stimmbezirk 11,Grüne,43
Stimmbezirk 11,SPD,36
Stimmbezirk 11,AfD,35
Stimmbezirk 11,FW,13
Stimmbezirk 11,FDP,19
Stimmbezirk 11,ÖDP,11
Stimmbezirk 11,Die Linke,6
Stimmbezirk 11,Die PARTEI,2
Stimmbezirk 11,Tierschutzpartei,5
Stimmbezirk 11,Volt,14
Stimmbezirk 11,Piraten,1
Stimmbezirk 11,Familie,2
Stimmbezirk 11,MERA25,0
Stimmbezirk 11,Tierschutz hier!,1
Stimmbezirk 11,PdH,0
Stimmbezirk 11,Heimat,0
Stimmbezirk 11,Bündnis C,0
Stimmbezirk 11,Verjüngungsforschung,0
Stimmbezirk 11,BIG,0
Stimmbezirk 11,Menschliche Welt,0
Stimmbezirk 11,DKP,0
Stimmbezirk 11,MLPD,0
Stimmbezirk 11,SGP,0
Stimmbezirk 11,ABG,0
Stimmbezirk 11,dieBasis,1
Stimmbezirk 11,Bündnis Deutschland,1
Stimmbezirk 11,BSW,10
Stimmbezirk 11,DAVA,0
Stimmbezirk 11,Klimaliste,0
Stimmbezirk 11,Letzte Generation,1
Stimmbezirk 11,PDV,0
Stimmbezirk 11,PdF,2
Stimmbezirk 11,V-Partei³,1
Stimmbezirk 12,CSU,157
Stimmbezirk 12,Grüne,82
Stimmbezirk 12,SPD,33
Stimmbezirk 12,AfD,22
Stimmbezirk 12,FW,3
Stimmbezirk 12,FDP,52
Stimmbezirk 12,ÖDP,5
Stimmbezirk 12,Die Linke,6
Stimmbezirk 12,Die PARTEI,4
Stimmbezirk 12,Tierschutzpartei,5
Stimmbezirk 12,Volt,12
Stimmbezirk 12,Piraten,0
Stimmbezirk 12,Familie,0
Stimmbezirk 12,MERA25,2
Stimmbezirk 12,Tierschutz hier!,1
Stimmbezirk 12,PdH,1
Stimmbezirk 12,Heimat,0
Stimmbezirk 12,Bündnis C,1
Stimmbezirk 12,Verjüngungsforschung,1
Stimmbezirk 12,BIG,0
Stimmbezirk 12,Menschliche Welt,0
Stimmbezirk 12,DKP,0
Stimmbezirk 12,MLPD,0
Stimmbezirk 12,SGP,0
Stimmbezirk 12,ABG,0
Stimmbezirk 12,dieBasis,1
Stimmbezirk 12,Bündnis Deutschland,2
Stimmbezirk 12,BSW,6
Stimmbezirk 12,DAVA,0
Stimmbezirk 12,Klimaliste,0
Stimmbezirk 12,Letzte Generation,0
Stimmbezirk 12,PDV,0
Stimmbezirk 12,PdF,1
Stimmbezirk 12,V-Partei³,0
Stimmbezirk 13,CSU,180
Stimmbezirk 13,Grüne,56
Stimmbezirk 13,SPD,42
Stimmbezirk 13,AfD,25
Stimmbezirk 13,FW,9
Stimmbezirk 13,FDP,40
Stimmbezirk 13,ÖDP,3
Stimmbezirk 13,Die Linke,2
Stimmbezirk 13,Die PARTEI,8
Stimmbezirk 13,Tierschutzpartei,4
Stimmbezirk 13,Volt,10
Stimmbezirk 13,Piraten,1
Stimmbezirk 13,Familie,2
Stimmbezirk 13,MERA25,1
Stimmbezirk 13,Tierschutz hier!,0
Stimmbezirk 13,PdH,2
Stimmbezirk 13,Heimat,0
Stimmbezirk 13,Bündnis C,0
Stimmbezirk 13,Verjüngungsforschung,0
Stimmbezirk 13,BIG,1
Stimmbezirk 13,Menschliche Welt,0
Stimmbezirk 13,DKP,0
Stimmbezirk 13,MLPD,0
Stimmbezirk 13,SGP,0
Stimmbezirk 13,ABG,0
Stimmbezirk 13,dieBasis,1
Stimmbezirk 13,Bündnis Deutschland,1
Stimmbezirk 13,BSW,16
Stimmbezirk 13,DAVA,0
Stimmbezirk 13,Klimaliste,0
Stimmbezirk 13,Letzte Generation,1
Stimmbezirk 13,PDV,0
Stimmbezirk 13,PdF,6
Stimmbezirk 13,V-Partei³,0
Stimmbezirk 14,CSU,150
Stimmbezirk 14,Grüne,49
Stimmbezirk 14,SPD,17
Stimmbezirk 14,AfD,38
Stimmbezirk 14,FW,10
Stimmbezirk 14,FDP,31
Stimmbezirk 14,ÖDP,9
Stimmbezirk 14,Die Linke,3
Stimmbezirk 14,Die PARTEI,3
Stimmbezirk 14,Tierschutzpartei,0
Stimmbezirk 14,Volt,15
Stimmbezirk 14,Piraten,0
Stimmbezirk 14,Familie,1
Stimmbezirk 14,MERA25,0
Stimmbezirk 14,Tierschutz hier!,0
Stimmbezirk 14,PdH,1
Stimmbezirk 14,Heimat,0
Stimmbezirk 14,Bündnis C,0
Stimmbezirk 14,Verjüngungsforschung,0
Stimmbezirk 14,BIG,1
Stimmbezirk 14,Menschliche Welt,1
Stimmbezirk 14,DKP,0
Stimmbezirk 14,MLPD,0
Stimmbezirk 14,SGP,0
Stimmbezirk 14,ABG,0
Stimmbezirk 14,dieBasis,1
Stimmbezirk 14,Bündnis Deutschland,1
Stimmbezirk 14,BSW,11
Stimmbezirk 14,DAVA,1
Stimmbezirk 14,Klimaliste,0
Stimmbezirk 14,Letzte Generation,1
Stimmbezirk 14,PDV,0
Stimmbezirk 14,PdF,2
Stimmbezirk 14,V-Partei³,1
Stimmbezirk 15,CSU,165
Stimmbezirk 15,Grüne,79
Stimmbezirk 15,SPD,58
Stimmbezirk 15,AfD,50
Stimmbezirk 15,FW,20
Stimmbezirk 15,FDP,25
Stimmbezirk 15,ÖDP,6
Stimmbezirk 15,Die Linke,4
Stimmbezirk 15,Die PARTEI,3
Stimmbezirk 15,Tierschutzpartei,6
Stimmbezirk 15,Volt,20
Stimmbezirk 15,Piraten,3
Stimmbezirk 15,Familie,2
Stimmbezirk 15,MERA25,2
Stimmbezirk 15,Tierschutz hier!,1
Stimmbezirk 15,PdH,0
Stimmbezirk 15,Heimat,1
Stimmbezirk 15,Bündnis C,0
Stimmbezirk 15,Verjüngungsforschung,0
Stimmbezirk 15,BIG,0
Stimmbezirk 15,Menschliche Welt,0
Stimmbezirk 15,DKP,0
Stimmbezirk 15,MLPD,0
Stimmbezirk 15,SGP,0
Stimmbezirk 15,ABG,0
Stimmbezirk 15,dieBasis,2
Stimmbezirk 15,Bündnis Deutschland,1
Stimmbezirk 15,BSW,14
Stimmbezirk 15,DAVA,0
Stimmbezirk 15,Klimaliste,0
Stimmbezirk 15,Letzte Generation,3
Stimmbezirk 15,PDV,1
Stimmbezirk 15,PdF,5
Stimmbezirk 15,V-Partei³,0
Stimmbezirk 31,CSU,245
Stimmbezirk 31,Grüne,78
Stimmbezirk 31,SPD,37
Stimmbezirk 31,AfD,47
Stimmbezirk 31,FW,47
Stimmbezirk 31,FDP,23
Stimmbezirk 31,ÖDP,11
Stimmbezirk 31,Die Linke,0
Stimmbezirk 31,Die PARTEI,8
Stimmbezirk 31,Tierschutzpartei,5
Stimmbezirk 31,Volt,7
Stimmbezirk 31,Piraten,2
Stimmbezirk 31,Familie,3
Stimmbezirk 31,MERA25,0
Stimmbezirk 31,Tierschutz hier!,3
Stimmbezirk 31,PdH,0
Stimmbezirk 31,Heimat,0
Stimmbezirk 31,Bündnis C,0
Stimmbezirk 31,Verjüngungsforschung,0
Stimmbezirk 31,BIG,0
Stimmbezirk 31,Menschliche Welt,0
Stimmbezirk 31,DKP,0
Stimmbezirk 31,MLPD,0
Stimmbezirk 31,SGP,0
Stimmbezirk 31,ABG,0
Stimmbezirk 31,dieBasis,5
Stimmbezirk 31,Bündnis Deutschland,2
Stimmbezirk 31,BSW,9
Stimmbezirk 31,DAVA,0
Stimmbezirk 31,Klimaliste,1
Stimmbezirk 31,Letzte Generation,1
Stimmbezirk 31,PDV,0
Stimmbezirk 31,PdF,4
Stimmbezirk 31,V-Partei³,0
Stimmbezirk 32,CSU,184
Stimmbezirk 32,Grüne,37
Stimmbezirk 32,SPD,19
Stimmbezirk 32,AfD,32
Stimmbezirk 32,FW,20
Stimmbezirk 32,FDP,11
Stimmbezirk 32,ÖDP,6
Stimmbezirk 32,Die Linke,5
Stimmbezirk 32,Die PARTEI,8
Stimmbezirk 32,Tierschutzpartei,8
Stimmbezirk 32,Volt,4
Stimmbezirk 32,Piraten,1
Stimmbezirk 32,Familie,3
Stimmbezirk 32,MERA25,0
Stimmbezirk 32,Tierschutz hier!,0
Stimmbezirk 32,PdH,2
Stimmbezirk 32,Heimat,0
Stimmbezirk 32,Bündnis C,0
Stimmbezirk 32,Verjüngungsforschung,0
Stimmbezirk 32,BIG,0
Stimmbezirk 32,Menschliche Welt,2
Stimmbezirk 32,DKP,0
Stimmbezirk 32,MLPD,0
Stimmbezirk 32,SGP,0
Stimmbezirk 32,ABG,0
Stimmbezirk 32,dieBasis,3
Stimmbezirk 32,Bündnis Deutschland,3
Stimmbezirk 32,BSW,14
Stimmbezirk 32,DAVA,0
Stimmbezirk 32,Klimaliste,0
Stimmbezirk 32,Letzte Generation,0
Stimmbezirk 32,PDV,1
Stimmbezirk 32,PdF,2
Stimmbezirk 32,V-Partei³,1
Stimmbezirk 33,CSU,185
Stimmbezirk 33,Grüne,76
Stimmbezirk 33,SPD,46
Stimmbezirk 33,AfD,18
Stimmbezirk 33,FW,24
Stimmbezirk 33,FDP,34
Stimmbezirk 33,ÖDP,7
Stimmbezirk 33,Die Linke,1
Stimmbezirk 33,Die PARTEI,7
Stimmbezirk 33,Tierschutzpartei,6
Stimmbezirk 33,Volt,11
Stimmbezirk 33,Piraten,0
Stimmbezirk 33,Familie,1
Stimmbezirk 33,MERA25,1
Stimmbezirk 33,Tierschutz hier!,2
Stimmbezirk 33,PdH,0
Stimmbezirk 33,Heimat,0
Stimmbezirk 33,Bündnis C,1
Stimmbezirk 33,Verjüngungsforschung,0
Stimmbezirk 33,BIG,0
Stimmbezirk 33,Menschliche Welt,0
Stimmbezirk 33,DKP,0
Stimmbezirk 33,MLPD,0
Stimmbezirk 33,SGP,0
Stimmbezirk 33,ABG,0
Stimmbezirk 33,dieBasis,0
Stimmbezirk 33,Bündnis Deutschland,0
Stimmbezirk 33,BSW,15
Stimmbezirk 33,DAVA,0
Stimmbezirk 33,Klimaliste,0
Stimmbezirk 33,Letzte Generation,1
Stimmbezirk 33,PDV,0
Stimmbezirk 33,PdF,0
Stimmbezirk 33,V-Partei³,2
Stimmbezirk 34,CSU,198
Stimmbezirk 34,Grüne,106
Stimmbezirk 34,SPD,39
Stimmbezirk 34,AfD,28
Stimmbezirk 34,FW,25
Stimmbezirk 34,FDP,33
Stimmbezirk 34,ÖDP,7
Stimmbezirk 34,Die Linke,1
Stimmbezirk 34,Die PARTEI,4
Stimmbezirk 34,Tierschutzpartei,5
Stimmbezirk 34,Volt,21
Stimmbezirk 34,Piraten,1
Stimmbezirk 34,Familie,1
Stimmbezirk 34,MERA25,0
Stimmbezirk 34,Tierschutz hier!,0
Stimmbezirk 34,PdH,0
Stimmbezirk 34,Heimat,0
Stimmbezirk 34,Bündnis C,1
Stimmbezirk 34,Verjüngungsforschung,1
Stimmbezirk 34,BIG,0
Stimmbezirk 34,Menschliche Welt,0
Stimmbezirk 34,DKP,0
Stimmbezirk 34,MLPD,0
Stimmbezirk 34,SGP,0
Stimmbezirk 34,ABG,0
Stimmbezirk 34,dieBasis,0
Stimmbezirk 34,Bündnis Deutschland,1
Stimmbezirk 34,BSW,9
Stimmbezirk 34,DAVA,1
Stimmbezirk 34,Klimaliste,0
Stimmbezirk 34,Letzte Generation,0
Stimmbezirk 34,PDV,0
Stimmbezirk 34,PdF,6
Stimmbezirk 34,V-Partei³,1
Stimmbezirk 35,CSU,173
Stimmbezirk 35,Grüne,107
Stimmbezirk 35,SPD,33
Stimmbezirk 35,AfD,25
Stimmbezirk 35,FW,16
Stimmbezirk 35,FDP,30
Stimmbezirk 35,ÖDP,11
Stimmbezirk 35,Die Linke,2
Stimmbezirk 35,Die PARTEI,1
Stimmbezirk 35,Tierschutzpartei,10
Stimmbezirk 35,Volt,9
Stimmbezirk 35,Piraten,2
Stimmbezirk 35,Familie,5
Stimmbezirk 35,MERA25,0
Stimmbezirk 35,Tierschutz hier!,1
Stimmbezirk 35,PdH,3
Stimmbezirk 35,Heimat,2
Stimmbezirk 35,Bündnis C,0
Stimmbezirk 35,Verjüngungsforschung,0
Stimmbezirk 35,BIG,0
Stimmbezirk 35,Menschliche Welt,1
Stimmbezirk 35,DKP,0
Stimmbezirk 35,MLPD,0
Stimmbezirk 35,SGP,0
Stimmbezirk 35,ABG,0
Stimmbezirk 35,dieBasis,0
Stimmbezirk 35,Bündnis Deutschland,1
Stimmbezirk 35,BSW,2
Stimmbezirk 35,DAVA,0
Stimmbezirk 35,Klimaliste,1
Stimmbezirk 35,Letzte Generation,0
Stimmbezirk 35,PDV,0
Stimmbezirk 35,PdF,1
Stimmbezirk 35,V-Partei³,1
Stimmbezirk 36,CSU,258
Stimmbezirk 36,Grüne,87
Stimmbezirk 36,SPD,59
Stimmbezirk 36,AfD,15
Stimmbezirk 36,FW,32
Stimmbezirk 36,FDP,35
Stimmbezirk 36,ÖDP,22
Stimmbezirk 36,Die Linke,3
Stimmbezirk 36,Die PARTEI,4
Stimmbezirk 36,Tierschutzpartei,9
Stimmbezirk 36,Volt,15
Stimmbezirk 36,Piraten,1
Stimmbezirk 36,Familie,0
Stimmbezirk 36,MERA25,1
Stimmbezirk 36,Tierschutz hier!,1
Stimmbezirk 36,PdH,3
Stimmbezirk 36,Heimat,0
Stimmbezirk 36,Bündnis C,0
Stimmbezirk 36,Verjüngungsforschung,0
Stimmbezirk 36,BIG,0
Stimmbezirk 36,Menschliche Welt,1
Stimmbezirk 36,DKP,0
Stimmbezirk 36,MLPD,0
Stimmbezirk 36,SGP,0
Stimmbezirk 36,ABG,0
Stimmbezirk 36,dieBasis,1
Stimmbezirk 36,Bündnis Deutschland,0
Stimmbezirk 36,BSW,17
Stimmbezirk 36,DAVA,0
Stimmbezirk 36,Klimaliste,0
Stimmbezirk 36,Letzte Generation,1
Stimmbezirk 36,PDV,0
Stimmbezirk 36,PdF,5
Stimmbezirk 36,V-Partei³,1
Stimmbezirk 37,CSU,202
Stimmbezirk 37,Grüne,112
Stimmbezirk 37,SPD,39
Stimmbezirk 37,AfD,34
Stimmbezirk 37,FW,29
Stimmbezirk 37,FDP,44
