Stimmbezirk,ParteiKuerzel,Stimmen
Stimmbezirk 5,DKP,0
Stimmbezirk 5,dieBasis,7
Stimmbezirk 5,Bündnis C,0
Stimmbezirk 5,III. Weg,0
Stimmbezirk 5,du.,0
Stimmbezirk 5,LKR,0
Stimmbezirk 5,Die Humanisten,0
Stimmbezirk 5,Team Todenhöfer,3
Stimmbezirk 5,UNABHÄNGIGE,0
Stimmbezirk 5,Volt,0
Stimmbezirk 6,CSU,128
Stimmbezirk 6,SPD,63
Stimmbezirk 6,AfD,27
Stimmbezirk 6,FDP,62
Stimmbezirk 6,GRÜNE,82
Stimmbezirk 6,DIE LINKE,12
Stimmbezirk 6,FW,13
Stimmbezirk 6,ÖDP,5
Stimmbezirk 6,Tierschutzpartei,1
Stimmbezirk 6,BP,0
Stimmbezirk 6,Die PARTEI,3
Stimmbezirk 6,PIRATEN,0
Stimmbezirk 6,NPD,2
Stimmbezirk 6,V-Partei³,0
Stimmbezirk 6,Gesundheitsforschung,0
Stimmbezirk 6,MLPD,0
Stimmbezirk 6,DKP,0
Stimmbezirk 6,dieBasis,5
Stimmbezirk 6,Bündnis C,0
Stimmbezirk 6,III. Weg,0
Stimmbezirk 6,du.,0
Stimmbezirk 6,LKR,0
Stimmbezirk 6,Die Humanisten,0
Stimmbezirk 6,Team Todenhöfer,1
Stimmbezirk 6,UNABHÄNGIGE,1
Stimmbezirk 6,Volt,0
Stimmbezirk 7,CSU,134
Stimmbezirk 7,SPD,62
Stimmbezirk 7,AfD,28
Stimmbezirk 7,FDP,47
Stimmbezirk 7,GRÜNE,63
Stimmbezirk 7,DIE LINKE,12
Stimmbezirk 7,FW,9
Stimmbezirk 7,ÖDP,4
Stimmbezirk 7,Tierschutzpartei,1
Stimmbezirk 7,BP,2
Stimmbezirk 7,Die PARTEI,1
Stimmbezirk 7,PIRATEN,2
Stimmbezirk 7,NPD,0
Stimmbezirk 7,V-Partei³,0
Stimmbezirk 7,Gesundheitsforschung,0
Stimmbezirk 7,MLPD,0
Stimmbezirk 7,DKP,0
Stimmbezirk 7,dieBasis,8
Stimmbezirk 7,Bündnis C,0
Stimmbezirk 7,III. Weg,0
Stimmbezirk 7,du.,0
Stimmbezirk 7,LKR,0
Stimmbezirk 7,Die Humanisten,0
Stimmbezirk 7,Team Todenhöfer,0
Stimmbezirk 7,UNABHÄNGIGE,0
Stimmbezirk 7,Volt,1
Stimmbezirk 8,CSU,100
Stimmbezirk 8,SPD,63
Stimmbezirk 8,AfD,10
Stimmbezirk 8,FDP,69
Stimmbezirk 8,GRÜNE,80
Stimmbezirk 8,DIE LINKE,15
Stimmbezirk 8,FW,15
Stimmbezirk 8,ÖDP,0
Stimmbezirk 8,Tierschutzpartei,3
Stimmbezirk 8,BP,0
Stimmbezirk 8,Die PARTEI,4
Stimmbezirk 8,PIRATEN,0
Stimmbezirk 8,NPD,0
Stimmbezirk 8,V-Partei³,0
Stimmbezirk 8,Gesundheitsforschung,2
Stimmbezirk 8,MLPD,0
Stimmbezirk 8,DKP,0
Stimmbezirk 8,dieBasis,7
Stimmbezirk 8,Bündnis C,0
Stimmbezirk 8,III. Weg,0
Stimmbezirk 8,du.,0
Stimmbezirk 8,LKR,0
Stimmbezirk 8,Die Humanisten,1
Stimmbezirk 8,Team Todenhöfer,3
Stimmbezirk 8,UNABHÄNGIGE,1
Stimmbezirk 8,Volt,1
Stimmbezirk 9,CSU,88
Stimmbezirk 9,SPD,49
Stimmbezirk 9,AfD,14
Stimmbezirk 9,FDP,33
Stimmbezirk 9,GRÜNE,53
Stimmbezirk 9,DIE LINKE,6
Stimmbezirk 9,FW,14
Stimmbezirk 9,ÖDP,0
Stimmbezirk 9,Tierschutzpartei,2
Stimmbezirk 9,BP,3
Stimmbezirk 9,Die PARTEI,2
Stimmbezirk 9,PIRATEN,2
Stimmbezirk 9,NPD,0
Stimmbezirk 9,V-Partei³,0
Stimmbezirk 9,Gesundheitsforschung,1
Stimmbezirk 9,MLPD,0
Stimmbezirk 9,DKP,0
Stimmbezirk 9,dieBasis,3
Stimmbezirk 9,Bündnis C,0
Stimmbezirk 9,III. Weg,0
Stimmbezirk 9,du.,0
Stimmbezirk 9,LKR,0
Stimmbezirk 9,Die Humanisten,0
Stimmbezirk 9,Team Todenhöfer,3
Stimmbezirk 9,UNABHÄNGIGE,0
Stimmbezirk 9,Volt,1
Stimmbezirk 10,CSU,102
Stimmbezirk 10,SPD,45
Stimmbezirk 10,AfD,26
Stimmbezirk 10,FDP,46
Stimmbezirk 10,GRÜNE,47
Stimmbezirk 10,DIE LINKE,6
Stimmbezirk 10,FW,11
Stimmbezirk 10,ÖDP,0
Stimmbezirk 10,Tierschutzpartei,1
Stimmbezirk 10,BP,1
Stimmbezirk 10,Die PARTEI,1
Stimmbezirk 10,PIRATEN,1
Stimmbezirk 10,NPD,0
Stimmbezirk 10,V-Partei³,0
Stimmbezirk 10,Gesundheitsforschung,0
Stimmbezirk 10,MLPD,0
Stimmbezirk 10,DKP,0
Stimmbezirk 10,dieBasis,4
Stimmbezirk 10,Bündnis C,0
Stimmbezirk 10,III. Weg,0
Stimmbezirk 10,du.,0
Stimmbezirk 10,LKR,0
Stimmbezirk 10,Die Humanisten,0
Stimmbezirk 10,Team Todenhöfer,1
Stimmbezirk 10,UNABHÄNGIGE,0
Stimmbezirk 10,Volt,0
Stimmbezirk 11,CSU,95
Stimmbezirk 11,SPD,48
Stimmbezirk 11,AfD,9
Stimmbezirk 11,FDP,48
Stimmbezirk 11,GRÜNE,59
Stimmbezirk 11,DIE LINKE,4
Stimmbezirk 11,FW,3
Stimmbezirk 11,ÖDP,0
Stimmbezirk 11,Tierschutzpartei,1
Stimmbezirk 11,BP,1
Stimmbezirk 11,Die PARTEI,1
Stimmbezirk 11,PIRATEN,2
Stimmbezirk 11,NPD,0
Stimmbezirk 11,V-Partei³,0
Stimmbezirk 11,Gesundheitsforschung,0
Stimmbezirk 11,MLPD,0
Stimmbezirk 11,DKP,0
Stimmbezirk 11,dieBasis,3
Stimmbezirk 11,Bündnis C,1
Stimmbezirk 11,III. Weg,0
Stimmbezirk 11,du.,0
Stimmbezirk 11,LKR,0
Stimmbezirk 11,Die Humanisten,0
Stimmbezirk 11,Team Todenhöfer,0
Stimmbezirk 11,UNABHÄNGIGE,0
Stimmbezirk 11,Volt,1
Stimmbezirk 12,CSU,117
Stimmbezirk 12,SPD,49
Stimmbezirk 12,AfD,8
Stimmbezirk 12,FDP,70
Stimmbezirk 12,GRÜNE,68
Stimmbezirk 12,DIE LINKE,3
Stimmbezirk 12,FW,11
Stimmbezirk 12,ÖDP,3
Stimmbezirk 12,Tierschutzpartei,2
Stimmbezirk 12,BP,2
Stimmbezirk 12,Die PARTEI,0
Stimmbezirk 12,PIRATEN,3
Stimmbezirk 12,NPD,0
Stimmbezirk 12,V-Partei³,0
Stimmbezirk 12,Gesundheitsforschung,1
Stimmbezirk 12,MLPD,0
Stimmbezirk 12,DKP,0
Stimmbezirk 12,dieBasis,10
Stimmbezirk 12,Bündnis C,0
Stimmbezirk 12,III. Weg,0
Stimmbezirk 12,du.,0
Stimmbezirk 12,LKR,0
Stimmbezirk 12,Die Humanisten,0
Stimmbezirk 12,Team Todenhöfer,0
Stimmbezirk 12,UNABHÄNGIGE,1
Stimmbezirk 12,Volt,0
Stimmbezirk 13,CSU,100
Stimmbezirk 13,SPD,32
Stimmbezirk 13,AfD,14
Stimmbezirk 13,FDP,52
Stimmbezirk 13,GRÜNE,48
Stimmbezirk 13,DIE LINKE,1
Stimmbezirk 13,FW,8
Stimmbezirk 13,ÖDP,2
Stimmbezirk 13,Tierschutzpartei,0
Stimmbezirk 13,BP,0
Stimmbezirk 13,Die PARTEI,0
Stimmbezirk 13,PIRATEN,0
Stimmbezirk 13,NPD,0
Stimmbezirk 13,V-Partei³,0
Stimmbezirk 13,Gesundheitsforschung,1
Stimmbezirk 13,MLPD,0
Stimmbezirk 13,DKP,0
Stimmbezirk 13,dieBasis,7
Stimmbezirk 13,Bündnis C,0
Stimmbezirk 13,III. Weg,0
Stimmbezirk 13,du.,0
Stimmbezirk 13,LKR,0
Stimmbezirk 13,Die Humanisten,2
Stimmbezirk 13,Team Todenhöfer,1
Stimmbezirk 13,UNABHÄNGIGE,0
Stimmbezirk 13,Volt,0
Stimmbezirk 14,CSU,150
Stimmbezirk 14,SPD,77
Stimmbezirk 14,AfD,32
Stimmbezirk 14,FDP,75
Stimmbezirk 14,GRÜNE,69
Stimmbezirk 14,DIE LINKE,17
Stimmbezirk 14,FW,7
Stimmbezirk 14,ÖDP,2
Stimmbezirk 14,Tierschutzpartei,4
Stimmbezirk 14,BP,3
Stimmbezirk 14,Die PARTEI,0
Stimmbezirk 14,PIRATEN,1
Stimmbezirk 14,NPD,0
Stimmbezirk 14,V-Partei³,0
Stimmbezirk 14,Gesundheitsforschung,0
Stimmbezirk 14,MLPD,0
Stimmbezirk 14,DKP,0
Stimmbezirk 14,dieBasis,1
Stimmbezirk 14,Bündnis C,0
Stimmbezirk 14,III. Weg,1
Stimmbezirk 14,du.,0
Stimmbezirk 14,LKR,0
Stimmbezirk 14,Die Humanisten,0
Stimmbezirk 14,Team Todenhöfer,3
Stimmbezirk 14,UNABHÄNGIGE,0
Stimmbezirk 14,Volt,0
Stimmbezirk 31,CSU,492
Stimmbezirk 31,SPD,170
Stimmbezirk 31,AfD,75
Stimmbezirk 31,FDP,172
Stimmbezirk 31,GRÜNE,147
Stimmbezirk 31,DIE LINKE,21
Stimmbezirk 31,FW,101
Stimmbezirk 31,ÖDP,4
Stimmbezirk 31,Tierschutzpartei,11
Stimmbezirk 31,BP,5
Stimmbezirk 31,Die PARTEI,8
Stimmbezirk 31,PIRATEN,4
Stimmbezirk 31,NPD,1
Stimmbezirk 31,V-Partei³,0
Stimmbezirk 31,Gesundheitsforschung,1
Stimmbezirk 31,MLPD,0
Stimmbezirk 31,DKP,0
Stimmbezirk 31,dieBasis,15
Stimmbezirk 31,Bündnis C,1
Stimmbezirk 31,III. Weg,0
Stimmbezirk 31,du.,2
Stimmbezirk 31,LKR,0
Stimmbezirk 31,Die Humanisten,0
Stimmbezirk 31,Team Todenhöfer,2
Stimmbezirk 31,UNABHÄNGIGE,3
Stimmbezirk 31,Volt,2
Stimmbezirk 32,CSU,190
Stimmbezirk 32,SPD,95
Stimmbezirk 32,AfD,15
Stimmbezirk 32,FDP,95
Stimmbezirk 32,GRÜNE,135
Stimmbezirk 32,DIE LINKE,10
Stimmbezirk 32,FW,25
Stimmbezirk 32,ÖDP,6
Stimmbezirk 32,Tierschutzpartei,8
Stimmbezirk 32,BP,0
Stimmbezirk 32,Die PARTEI,2
Stimmbezirk 32,PIRATEN,0
Stimmbezirk 32,NPD,0
Stimmbezirk 32,V-Partei³,0
Stimmbezirk 32,Gesundheitsforschung,0
Stimmbezirk 32,MLPD,0
Stimmbezirk 32,DKP,0
Stimmbezirk 32,dieBasis,6
Stimmbezirk 32,Bündnis C,0
Stimmbezirk 32,III. Weg,0
Stimmbezirk 32,du.,0
Stimmbezirk 32,LKR,0
Stimmbezirk 32,Die Humanisten,0
Stimmbezirk 32,Team Todenhöfer,1
Stimmbezirk 32,UNABHÄNGIGE,1
Stimmbezirk 32,Volt,2
Stimmbezirk 33,CSU,350
Stimmbezirk 33,SPD,186
Stimmbezirk 33,AfD,45
Stimmbezirk 33,FDP,220
Stimmbezirk 33,GRÜNE,261
Stimmbezirk 33,DIE LINKE,13
Stimmbezirk 33,FW,27
Stimmbezirk 33,ÖDP,7
Stimmbezirk 33,Tierschutzpartei,14
Stimmbezirk 33,BP,3
Stimmbezirk 33,Die PARTEI,2
Stimmbezirk 33,PIRATEN,1
Stimmbezirk 33,NPD,0
Stimmbezirk 33,V-Partei³,0
Stimmbezirk 33,Gesundheitsforschung,0
Stimmbezirk 33,MLPD,0
Stimmbezirk 33,DKP,0
Stimmbezirk 33,dieBasis,6
Stimmbezirk 33,Bündnis C,0
Stimmbezirk 33,III. Weg,1
Stimmbezirk 33,du.,3
Stimmbezirk 33,LKR,0
Stimmbezirk 33,Die Humanisten,2
Stimmbezirk 33,Team Todenhöfer,2
Stimmbezirk 33,UNABHÄNGIGE,2
Stimmbezirk 33,Volt,4
Stimmbezirk 34,CSU,226
Stimmbezirk 34,SPD,126
Stimmbezirk 34,AfD,23
Stimmbezirk 34,FDP,150
Stimmbezirk 34,GRÜNE,162
Stimmbezirk 34,DIE LINKE,9
Stimmbezirk 34,FW,31
Stimmbezirk 34,ÖDP,4
Stimmbezirk 34,Tierschutzpartei,17
Stimmbezirk 34,BP,10
Stimmbezirk 34,Die PARTEI,5
Stimmbezirk 34,PIRATEN,1
Stimmbezirk 34,NPD,0
Stimmbezirk 34,V-Partei³,0
Stimmbezirk 34,Gesundheitsforschung,1
Stimmbezirk 34,MLPD,0
Stimmbezirk 34,DKP,0
Stimmbezirk 34,dieBasis,13
Stimmbezirk 34,Bündnis C,0
Stimmbezirk 34,III. Weg,0
Stimmbezirk 34,du.,2
Stimmbezirk 34,LKR,0
Stimmbezirk 34,Die Humanisten,0
Stimmbezirk 34,Team Todenhöfer,0
Stimmbezirk 34,UNABHÄNGIGE,0
Stimmbezirk 34,Volt,3
Stimmbezirk 35,CSU,209
Stimmbezirk 35,SPD,116
Stimmbezirk 35,AfD,29
Stimmbezirk 35,FDP,126
Stimmbezirk 35,GRÜNE,124
Stimmbezirk 35,DIE LINKE,25
Stimmbezirk 35,FW,29
Stimmbezirk 35,ÖDP,6
Stimmbezirk 35,Tierschutzpartei,7
Stimmbezirk 35,BP,4
Stimmbezirk 35,Die PARTEI,10
Stimmbezirk 35,PIRATEN,3
Stimmbezirk 35,NPD,0
Stimmbezirk 35,V-Partei³,0
Stimmbezirk 35,Gesundheitsforschung,0
Stimmbezirk 35,MLPD,1
Stimmbezirk 35,DKP,1
Stimmbezirk 35,dieBasis,15
Stimmbezirk 35,Bündnis C,4
Stimmbezirk 35,III. Weg,0
Stimmbezirk 35,du.,0
Stimmbezirk 35,LKR,0
Stimmbezirk 35,Die Humanisten,0
Stimmbezirk 35,Team Todenhöfer,4
Stimmbezirk 35,UNABHÄNGIGE,1
Stimmbezirk 35,Volt,1
Stimmbezirk 36,CSU,271
Stimmbezirk 36,SPD,122
Stimmbezirk 36,AfD,28
Stimmbezirk 36,FDP,121
Stimmbezirk 36,GRÜNE,148
Stimmbezirk 36,DIE LINKE,17
Stimmbezirk 36,FW,15
Stimmbezirk 36,ÖDP,6
Stimmbezirk 36,Tierschutzpartei,6
Stimmbezirk 36,BP,2
Stimmbezirk 36,Die PARTEI,1
Stimmbezirk 36,PIRATEN,1
Stimmbezirk 36,NPD,0
Stimmbezirk 36,V-Partei³,0
Stimmbezirk 36,Gesundheitsforschung,1
Stimmbezirk 36,MLPD,0
Stimmbezirk 36,DKP,0
Stimmbezirk 36,dieBasis,9
Stimmbezirk 36,Bündnis C,0
Stimmbezirk 36,III. Weg,0
Stimmbezirk 36,du.,0
Stimmbezirk 36,LKR,0
Stimmbezirk 36,Die Humanisten,0
Stimmbezirk 36,Team Todenhöfer,0
Stimmbezirk 36,UNABHÄNGIGE,0
Stimmbezirk 36,Volt,3
Stimmbezirk 37,CSU,236
Stimmbezirk 37,SPD,145
Stimmbezirk 37,AfD,21
Stimmbezirk 37,FDP,93
Stimmbezirk 37,GRÜNE,122
Stimmbezirk 37,DIE LINKE,12
Stimmbezirk 37,FW,25
Stimmbezirk 37,ÖDP,3
Stimmbezirk 37,Tierschutzpartei,7
Stimmbezirk 37,BP,4
Stimmbezirk 37,Die PARTEI,5
Stimmbezirk 37,PIRATEN,1
Stimmbezirk 37,NPD,0
Stimmbezirk 37,V-Partei³,1
Stimmbezirk 37,Gesundheitsforschung,1
Stimmbezirk 37,MLPD,0
Stimmbezirk 37,DKP,0
Stimmbezirk 37,dieBasis,12
Stimmbezirk 37,Bündnis C,0
Stimmbezirk 37,III. Weg,0
Stimmbezirk 37,du.,2
Stimmbezirk 37,LKR,0
Stimmbezirk 37,Die Humanisten,1
Stimmbezirk 37,Team Todenhöfer,2
Stimmbezirk 37,UNABHÄNGIGE,0
Stimmbezirk 37,Volt,0
Stimmbezirk 38,CSU,205
Stimmbezirk 38,SPD,112
Stimmbezirk 38,AfD,17
Stimmbezirk 38,FDP,77
Stimmbezirk 38,GRÜNE,98
Stimmbezirk 38,DIE LINKE,12
Stimmbezirk 38,FW,24
Stimmbezirk 38,ÖDP,4
Stimmbezirk 38,Tierschutzpartei,3
Stimmbezirk 38,BP,0
Stimmbezirk 38,Die PARTEI,2
Stimmbezirk 38,PIRATEN,1
Stimmbezirk 38,NPD,0
Stimmbezirk 38,V-Partei³,0
Stimmbezirk 38,Gesundheitsforschung,0
Stimmbezirk 38,MLPD,0
Stimmbezirk 38,DKP,0
Stimmbezirk 38,dieBasis,4
Stimmbezirk 38,Bündnis C,0
Stimmbezirk 38,III. Weg,0
Stimmbezirk 38,du.,3
Stimmbezirk 38,LKR,0
Stimmbezirk 38,Die Humanisten,0
Stimmbezirk 38,Team Todenhöfer,4
Stimmbezirk 38,UNABHÄNGIGE,0
Stimmbezirk 38,Volt,1
Stimmbezirk 39,CSU,225
Stimmbezirk 39,SPD,120
Stimmbezirk 39,AfD,23
Stimmbezirk 39,FDP,93
Stimmbezirk 39,GRÜNE,106
Stimmbezirk 39,DIE LINKE,13
Stimmbezirk 39,FW,31
Stimmbezirk 39,ÖDP,1
Stimmbezirk 39,Tierschutzpartei,1
Stimmbezirk 39,BP,0
Stimmbezirk 39,Die PARTEI,3
Stimmbezirk 39,PIRATEN,0
Stimmbezirk 39,NPD,1
Stimmbezirk 39,V-Partei³,0
Stimmbezirk 39,Gesundheitsforschung,1
Stimmbezirk 39,MLPD,0
Stimmbezirk 39,DKP,0
Stimmbezirk 39,dieBasis,11
Stimmbezirk 39,Bündnis C,1
Stimmbezirk 39,III. Weg,0
Stimmbezirk 39,du.,1
Stimmbezirk 39,LKR,0
Stimmbezirk 39,Die Humanisten,0
Stimmbezirk 39,Team Todenhöfer,2
Stimmbezirk 39,UNABHÄNGIGE,2
Stimmbezirk 39,Volt,4
Stimmbezirk 40,CSU,257
Stimmbezirk 40,SPD,83
Stimmbezirk 40,AfD,22
Stimmbezirk 40,FDP,119
Stimmbezirk 40,GRÜNE,158
Stimmbezirk 40,DIE LINKE,4
Stimmbezirk 40,FW,27
Stimmbezirk 40,ÖDP,3
Stimmbezirk 40,Tierschutzpartei,2
Stimmbezirk 40,BP,2
Stimmbezirk 40,Die PARTEI,5
Stimmbezirk 40,PIRATEN,0
Stimmbezirk 40,NPD,0
Stimmbezirk 40,V-Partei³,0
Stimmbezirk 40,Gesundheitsforschung,1
Stimmbezirk 40,MLPD,0
Stimmbezirk 40,DKP,0
Stimmbezirk 40,dieBasis,7
Stimmbezirk 40,Bündnis C,0
Stimmbezirk 40,III. Weg,0
Stimmbezirk 40,du.,1
Stimmbezirk 40,LKR,0
Stimmbezirk 40,Die Humanisten,0
Stimmbezirk 40,Team Todenhöfer,0
Stimmbezirk 40,UNABHÄNGIGE,0
Stimmbezirk 40,Volt,2
Stimmbezirk 41,CSU,278
Stimmbezirk 41,SPD,100
Stimmbezirk 41,AfD,25
Stimmbezirk 41,FDP,97
Stimmbezirk 41,GRÜNE,136
Stimmbezirk 41,DIE LINKE,17
Stimmbezirk 41,FW,14
Stimmbezirk 41,ÖDP,3
Stimmbezirk 41,Tierschutzpartei,4
Stimmbezirk 41,BP,2
Stimmbezirk 41,Die PARTEI,3
Stimmbezirk 41,PIRATEN,1
Stimmbezirk 41,NPD,1
Stimmbezirk 41,V-Partei³,0
Stimmbezirk 41,Gesundheitsforschung,1
Stimmbezirk 41,MLPD,0
Stimmbezirk 41,DKP,0
Stimmbezirk 41,dieBasis,7
Stimmbezirk 41,Bündnis C,0
Stimmbezirk 41,III. Weg,0
Stimmbezirk 41,du.,1
Stimmbezirk 41,LKR,0
Stimmbezirk 41,Die Humanisten,0
Stimmbezirk 41,Team Todenhöfer,1
Stimmbezirk 41,UNABHÄNGIGE,1
Stimmbezirk 41,Volt,3
Stimmbezirk 42,CSU,280
Stimmbezirk 42,SPD,72
Stimmbezirk 42,AfD,29
Stimmbezirk 42,FDP,104
Stimmbezirk 42,GRÜNE,93
Stimmbezirk 42,DIE LINKE,9
Stimmbezirk 42,FW,19
Stimmbezirk 42,ÖDP,7
Stimmbezirk 42,Tierschutzpartei,8
Stimmbezirk 42,BP,2
Stimmbezirk 42,Die PARTEI,5
Stimmbezirk 42,PIRATEN,0
Stimmbezirk 42,NPD,0
Stimmbezirk 42,V-Partei³,1
Stimmbezirk 42,Gesundheitsforschung,0
Stimmbezirk 42,MLPD,0
Stimmbezirk 42,DKP,0
Stimmbezirk 42,dieBasis,7
Stimmbezirk 42,Bündnis C,1
Stimmbezirk 42,III. Weg,0
Stimmbezirk 42,du.,1
Stimmbezirk 42,LKR,0
Stimmbezirk 42,Die Humanisten,0
Stimmbezirk 42,Team Todenhöfer,3
Stimmbezirk 42,UNABHÄNGIGE,0
Stimmbezirk 42,Volt,2
Stimmbezirk 43,CSU,238
Stimmbezirk 43,SPD,120
Stimmbezirk 43,AfD,27
Stimmbezirk 43,FDP,100
Stimmbezirk 43,GRÜNE,150
Stimmbezirk 43,DIE LINKE,16
Stimmbezirk 43,FW,39
Stimmbezirk 43,ÖDP,4
Stimmbezirk 43,Tierschutzpartei,12
Stimmbezirk 43,BP,4
Stimmbezirk 43,Die PARTEI,4
Stimmbezirk 43,PIRATEN,1
Stimmbezirk 43,NPD,0
Stimmbezirk 43,V-Partei³,0
Stimmbezirk 43,Gesundheitsforschung,1
Stimmbezirk 43,MLPD,0
Stimmbezirk 43,DKP,0
Stimmbezirk 43,dieBasis,15
Stimmbezirk 43,Bündnis C,0
Stimmbezirk 43,III. Weg,1
Stimmbezirk 43,du.,0
Stimmbezirk 43,LKR,0
Stimmbezirk 43,Die Humanisten,0
Stimmbezirk 43,Team Todenhöfer,0
Stimmbezirk 43,UNABHÄNGIGE,0
Stimmbezirk 43,Volt,1
